part_id,eq_id,part_production_date,part_type,part_weight,part_material,part_color,part_dimensions,part_cost,part_quality_grade,part_purity
PART00901,EQUIP002,2024-05-26,Type B,74.46,Steel,Black,15x15x15,258.25,D,p-0.949
PART00902,EQUIP002,2023-11-06,Type B,11.49,Copper,Red,20x20x20,107.75,C,p-0.951
PART00903,EQUIP002,2023-07-24,Type B,10.71,Copper,Green,20x20x20,336.38,D,p-0.878
PART00904,EQUIP002,2024-01-28,Type B,97.29,Copper,Blue,15x15x15,293.42,D,p-0.952
PART00905,EQUIP002,2023-11-10,Type B,51.97,Steel,Blue,10x10x10,62.93,D,p-0.802
PART00906,EQUIP002,2023-07-12,Type B,17.74,Copper,Blue,25x25x25,93.26,A,p-0.941
PART00907,EQUIP002,2023-11-30,Type B,94.58,Aluminum,Red,25x25x25,179.8,D,p-0.87
PART00908,EQUIP002,2024-06-07,Type B,48.57,Steel,Black,20x20x20,22.89,A,p-0.821
PART00909,EQUIP002,2023-10-30,Type B,85.99,Copper,Blue,10x10x10,362.48,A,p-0.839
PART00910,EQUIP002,2023-11-24,Type B,40.77,Copper,Green,20x20x20,299.22,D,p-0.886
PART00911,EQUIP002,2023-09-30,Type B,24.84,Aluminum,Red,10x10x10,109.23,C,p-0.829
PART00912,EQUIP002,2023-12-23,Type B,69.27,Plastic,Red,25x25x25,492.3,D,p-0.83
PART00913,EQUIP002,2024-04-11,Type B,21.72,Plastic,Black,15x15x15,474.45,A,p-0.961
PART00914,EQUIP002,2024-03-08,Type B,11.28,Plastic,Green,25x25x25,459.48,C,p-0.976
PART00915,EQUIP002,2024-06-23,Type B,69.23,Steel,Blue,20x20x20,132.67,A,p-0.944
PART00916,EQUIP002,2024-06-20,Type B,70.2,Plastic,Red,20x20x20,158.81,B,p-0.944
PART00917,EQUIP002,2024-06-08,Type B,50.18,Steel,Black,10x10x10,78.93,D,p-0.852
PART00918,EQUIP002,2023-10-07,Type B,90.12,Steel,Green,25x25x25,468.91,A,p-0.806
PART00919,EQUIP002,2023-09-20,Type B,77.96,Copper,Red,25x25x25,145.74,A,p-0.945
PART00920,EQUIP002,2024-02-24,Type B,12.15,Steel,Black,25x25x25,261.92,A,p-0.879
PART00921,EQUIP002,2024-05-12,Type B,90.35,Steel,Red,15x15x15,498.14,B,p-0.977
PART00922,EQUIP002,2023-09-22,Type B,65.81,Steel,Black,15x15x15,497.4,C,p-0.938
PART00923,EQUIP002,2024-06-09,Type B,17.48,Steel,Green,15x15x15,200.34,A,p-0.92
PART00924,EQUIP002,2023-09-20,Type B,45.59,Steel,Green,25x25x25,193.09,B,p-0.857
PART00925,EQUIP002,2023-12-06,Type B,91.82,Aluminum,Blue,15x15x15,492.14,C,p-0.833
PART00926,EQUIP002,2024-03-28,Type B,30.45,Aluminum,Blue,10x10x10,351.16,B,p-0.968
PART00927,EQUIP002,2023-07-20,Type B,13.52,Copper,Black,15x15x15,393.93,C,p-0.888
PART00928,EQUIP002,2023-11-06,Type B,12.92,Copper,Blue,10x10x10,59.27,B,p-0.969
PART00929,EQUIP002,2023-12-10,Type B,56.77,Aluminum,Black,10x10x10,328.55,C,p-0.835
PART00930,EQUIP002,2023-08-17,Type B,94.39,Plastic,Red,10x10x10,333.4,A,p-0.806
PART00931,EQUIP002,2024-06-28,Type B,55.67,Steel,Black,20x20x20,179.46,C,p-0.886
PART00932,EQUIP002,2023-07-19,Type B,31.19,Steel,Green,25x25x25,109.28,A,p-0.869
PART00933,EQUIP002,2024-06-27,Type B,80.42,Plastic,Blue,25x25x25,358.96,D,p-0.891
PART00934,EQUIP002,2023-08-16,Type B,33.77,Aluminum,Green,25x25x25,491.28,D,p-0.947
PART00935,EQUIP002,2024-05-01,Type B,58.26,Aluminum,Green,25x25x25,194.27,A,p-0.953
PART00936,EQUIP002,2024-04-02,Type B,83.63,Copper,Red,20x20x20,209.44,B,p-0.815
PART00937,EQUIP002,2024-03-08,Type B,47.71,Plastic,Blue,20x20x20,350.68,B,p-0.862
PART00938,EQUIP002,2023-07-10,Type B,70.29,Aluminum,Black,15x15x15,201.9,D,p-0.865
PART00939,EQUIP002,2023-07-28,Type B,68.41,Aluminum,Black,25x25x25,10.78,B,p-0.926
PART00940,EQUIP002,2023-12-29,Type B,71.38,Copper,Blue,20x20x20,121.59,C,p-0.95
PART00941,EQUIP002,2023-10-27,Type B,72.72,Aluminum,Red,20x20x20,97.49,C,p-0.851
PART00942,EQUIP002,2024-06-14,Type B,75.7,Copper,Black,25x25x25,124.26,A,p-0.939
PART00943,EQUIP002,2024-02-12,Type B,95.52,Aluminum,Black,25x25x25,145.26,A,p-0.957
PART00944,EQUIP002,2023-10-01,Type B,31.72,Copper,Green,10x10x10,316.83,B,p-0.852
PART00945,EQUIP002,2024-06-11,Type B,1.0,Aluminum,Green,10x10x10,43.62,B,p-0.943
PART00946,EQUIP002,2024-02-23,Type B,34.27,Aluminum,Green,15x15x15,364.16,C,p-0.935
PART00947,EQUIP002,2023-11-30,Type B,17.79,Aluminum,Black,10x10x10,63.6,A,p-0.919
PART00948,EQUIP002,2023-10-05,Type B,84.56,Plastic,Black,10x10x10,276.66,A,p-0.975
PART00949,EQUIP002,2023-07-14,Type B,98.65,Steel,Green,15x15x15,247.98,C,p-0.91
PART00950,EQUIP002,2024-06-30,Type B,18.47,Plastic,Green,10x10x10,416.02,B,p-0.821
PART00951,EQUIP002,2023-10-31,Type B,44.97,Steel,Blue,15x15x15,52.65,D,p-0.846
PART00952,EQUIP002,2024-03-07,Type B,79.6,Aluminum,Black,15x15x15,274.74,A,p-0.921
PART00953,EQUIP002,2024-02-01,Type B,59.2,Steel,Red,20x20x20,278.98,A,p-0.801
PART00954,EQUIP002,2023-07-30,Type B,53.38,Plastic,Red,25x25x25,46.57,A,p-0.83
PART00955,EQUIP002,2023-11-21,Type B,75.68,Aluminum,Black,10x10x10,341.91,B,p-0.832
PART00956,EQUIP002,2023-09-26,Type B,10.15,Plastic,Black,20x20x20,237.85,A,p-0.893
PART00957,EQUIP002,2023-08-29,Type B,62.14,Aluminum,Blue,20x20x20,265.59,D,p-0.901
PART00958,EQUIP002,2023-09-24,Type B,63.59,Copper,Black,20x20x20,203.89,D,p-0.838
PART00959,EQUIP002,2024-06-14,Type B,97.99,Steel,Red,20x20x20,69.64,B,p-0.964
PART00960,EQUIP002,2024-03-03,Type B,55.36,Plastic,Red,25x25x25,387.18,A,p-0.969
PART00961,EQUIP002,2023-08-27,Type B,61.86,Plastic,Green,25x25x25,93.07,A,p-0.83
PART00962,EQUIP002,2024-02-23,Type B,48.82,Plastic,Blue,10x10x10,318.21,D,p-0.916
PART00963,EQUIP002,2024-05-19,Type B,18.35,Aluminum,Red,10x10x10,435.02,D,p-0.911
PART00964,EQUIP002,2024-04-26,Type B,77.82,Plastic,Blue,10x10x10,318.61,D,p-0.966
PART00965,EQUIP002,2023-09-08,Type B,74.19,Copper,Red,20x20x20,252.08,B,p-0.827
PART00966,EQUIP002,2024-02-02,Type B,57.62,Copper,Green,15x15x15,415.23,C,p-0.844
PART00967,EQUIP002,2023-08-12,Type B,16.14,Plastic,Red,10x10x10,458.9,D,p-0.977
PART00968,EQUIP002,2023-08-11,Type B,85.45,Copper,Blue,25x25x25,370.73,C,p-0.943
PART00969,EQUIP002,2024-05-12,Type B,71.99,Steel,Black,15x15x15,154.23,D,p-0.806
PART00970,EQUIP002,2024-05-02,Type B,94.29,Aluminum,Red,10x10x10,239.48,D,p-0.819
PART00971,EQUIP002,2024-05-24,Type B,56.49,Plastic,Black,20x20x20,249.4,A,p-0.97
PART00972,EQUIP002,2024-03-21,Type B,11.26,Plastic,Blue,10x10x10,30.01,C,p-0.957
PART00973,EQUIP002,2024-06-09,Type B,46.09,Copper,Blue,10x10x10,366.41,D,p-0.828
PART00974,EQUIP002,2023-08-22,Type B,58.33,Aluminum,Black,15x15x15,379.42,A,p-0.811
PART00975,EQUIP002,2023-11-11,Type B,22.74,Copper,Red,10x10x10,296.36,A,p-0.915
PART00976,EQUIP002,2023-12-21,Type B,55.96,Aluminum,Black,20x20x20,175.76,B,p-0.843
PART00977,EQUIP002,2024-03-12,Type B,35.05,Plastic,Blue,15x15x15,310.6,D,p-0.973
PART00978,EQUIP002,2023-09-05,Type B,44.76,Plastic,Red,15x15x15,14.21,D,p-0.894
PART00979,EQUIP002,2023-07-08,Type B,26.78,Plastic,Red,25x25x25,179.33,B,p-0.922
PART00980,EQUIP002,2023-11-30,Type B,20.37,Aluminum,Blue,15x15x15,439.58,A,p-0.858
PART00981,EQUIP002,2024-03-25,Type B,27.52,Copper,Black,25x25x25,356.13,D,p-0.902
PART00982,EQUIP002,2024-01-17,Type B,9.31,Copper,Blue,20x20x20,336.47,B,p-0.9
PART00983,EQUIP002,2024-06-26,Type B,43.34,Copper,Green,10x10x10,272.24,C,p-0.863
PART00984,EQUIP002,2023-09-27,Type B,93.71,Aluminum,Black,15x15x15,365.11,A,p-0.827
PART00985,EQUIP002,2023-11-19,Type B,53.71,Plastic,Green,20x20x20,45.53,B,p-0.886
PART00986,EQUIP002,2023-08-04,Type B,74.95,Steel,Green,15x15x15,62.44,D,p-0.902
PART00987,EQUIP002,2023-07-07,Type B,78.6,Copper,Green,25x25x25,97.97,C,p-0.841
PART00988,EQUIP002,2024-03-09,Type B,56.9,Steel,Green,25x25x25,53.62,A,p-0.851
PART00989,EQUIP002,2024-02-09,Type B,45.77,Steel,Red,25x25x25,443.77,A,p-0.954
PART00990,EQUIP002,2023-07-10,Type B,89.36,Copper,Black,15x15x15,327.31,C,p-0.865
PART00991,EQUIP002,2024-04-12,Type B,81.22,Copper,Blue,25x25x25,20.01,A,p-0.967
PART00992,EQUIP002,2024-05-05,Type B,57.2,Steel,Black,10x10x10,223.62,A,p-0.844
PART00993,EQUIP002,2023-09-13,Type B,5.53,Steel,Red,25x25x25,430.02,D,p-0.93
PART00994,EQUIP002,2024-05-03,Type B,72.13,Steel,Green,15x15x15,467.45,B,p-0.88
PART00995,EQUIP002,2023-10-15,Type B,47.42,Steel,Black,10x10x10,434.58,D,p-0.87
PART00996,EQUIP002,2024-03-01,Type B,50.47,Copper,Blue,25x25x25,73.66,D,p-0.944
PART00997,EQUIP002,2023-07-24,Type B,77.04,Steel,Green,10x10x10,168.63,C,p-0.96
PART00998,EQUIP002,2024-03-15,Type B,39.84,Steel,Red,10x10x10,405.53,B,p-0.892
PART00999,EQUIP002,2023-09-02,Type B,99.71,Aluminum,Red,20x20x20,327.4,B,p-0.894
PART01000,EQUIP002,2024-01-27,Type B,58.16,Aluminum,Black,25x25x25,480.78,B,p-0.819
PART01001,EQUIP002,2023-12-23,Type B,9.58,Steel,Black,20x20x20,492.3,A,p-0.917
PART01002,EQUIP002,2024-05-04,Type B,66.8,Copper,Black,20x20x20,248.18,C,p-0.891
PART01003,EQUIP002,2023-08-26,Type B,68.11,Steel,Black,15x15x15,185.67,A,p-0.918
PART01004,EQUIP002,2023-10-06,Type B,38.59,Aluminum,Red,20x20x20,229.71,A,p-0.97
PART01005,EQUIP002,2024-05-06,Type B,77.13,Plastic,Red,25x25x25,325.27,D,p-0.859
PART01006,EQUIP002,2024-04-11,Type B,69.49,Plastic,Red,20x20x20,392.24,D,p-0.92
PART01007,EQUIP002,2023-12-21,Type B,13.29,Copper,Black,15x15x15,274.31,D,p-0.935
PART01008,EQUIP002,2023-10-27,Type B,4.94,Copper,Green,10x10x10,347.66,A,p-0.972
PART01009,EQUIP002,2023-08-23,Type B,15.23,Steel,Black,15x15x15,220.98,D,p-0.923
PART01010,EQUIP002,2023-11-11,Type B,4.19,Aluminum,Red,25x25x25,141.15,C,p-0.811
PART01011,EQUIP002,2024-02-08,Type B,36.77,Plastic,Green,15x15x15,28.32,B,p-0.899
PART01012,EQUIP002,2023-07-10,Type B,85.49,Steel,Black,10x10x10,445.58,C,p-0.902
PART01013,EQUIP002,2023-10-21,Type B,85.19,Steel,Red,25x25x25,83.94,A,p-0.886
PART01014,EQUIP002,2024-03-26,Type B,57.85,Plastic,Red,10x10x10,159.51,A,p-0.946
PART01015,EQUIP002,2024-05-30,Type B,93.48,Plastic,Green,15x15x15,233.96,C,p-0.918
PART01016,EQUIP002,2023-12-18,Type B,27.66,Aluminum,Green,25x25x25,452.33,D,p-0.824
PART01017,EQUIP002,2024-03-16,Type B,91.31,Copper,Red,15x15x15,76.72,D,p-0.903
PART01018,EQUIP002,2023-12-17,Type B,80.21,Aluminum,Blue,20x20x20,67.17,B,p-0.908
PART01019,EQUIP002,2024-02-27,Type B,76.36,Steel,Red,25x25x25,372.87,D,p-0.932
PART01020,EQUIP002,2023-10-25,Type B,38.21,Steel,Black,15x15x15,435.64,C,p-0.803
PART01021,EQUIP002,2024-05-12,Type B,35.19,Plastic,Green,15x15x15,333.74,D,p-0.858
PART01022,EQUIP002,2024-03-11,Type B,98.74,Copper,Green,20x20x20,498.91,A,p-0.809
PART01023,EQUIP002,2023-12-05,Type B,18.26,Plastic,Red,20x20x20,454.16,D,p-0.895
PART01024,EQUIP002,2023-12-24,Type B,64.44,Plastic,Black,10x10x10,340.09,D,p-0.903
PART01025,EQUIP002,2024-06-13,Type B,52.23,Steel,Blue,10x10x10,338.97,D,p-0.824
PART01026,EQUIP002,2024-01-31,Type B,19.78,Copper,Green,15x15x15,329.84,A,p-0.849
PART01027,EQUIP002,2024-02-07,Type B,33.59,Plastic,Green,25x25x25,321.44,B,p-0.89
PART01028,EQUIP002,2023-10-19,Type B,26.05,Plastic,Green,10x10x10,326.1,A,p-0.868
PART01029,EQUIP002,2024-05-16,Type B,8.85,Plastic,Green,20x20x20,310.84,C,p-0.852
PART01030,EQUIP002,2023-07-14,Type B,44.08,Aluminum,Red,10x10x10,408.65,C,p-0.968
PART01031,EQUIP002,2023-10-23,Type B,99.39,Copper,Red,20x20x20,377.28,B,p-0.901
PART01032,EQUIP002,2023-04-26,Type B,29.17,Aluminum,Blue,15x15x15,103.83,A,p-0.891
PART01033,EQUIP002,2023-03-29,Type B,65.09,Copper,Green,20x20x20,491.92,B,p-0.896
PART01034,EQUIP002,2023-12-17,Type B,26.23,Aluminum,Green,25x25x25,23.42,D,p-0.891
PART01035,EQUIP002,2023-08-05,Type B,37.41,Copper,Blue,15x15x15,301.48,D,p-0.803
PART01036,EQUIP002,2023-04-09,Type B,81.65,Copper,Red,15x15x15,214.24,A,p-0.861
PART01037,EQUIP002,2023-01-10,Type B,24.66,Aluminum,Blue,25x25x25,362.75,B,p-0.858
PART01038,EQUIP002,2023-07-18,Type B,45.43,Plastic,Blue,15x15x15,156.46,A,p-0.89
PART01039,EQUIP002,2023-06-29,Type B,31.46,Plastic,Red,10x10x10,55.77,D,p-0.834
PART01040,EQUIP002,2023-08-29,Type B,2.42,Steel,Green,15x15x15,54.01,A,p-0.816
PART01041,EQUIP002,2023-04-10,Type B,46.38,Steel,Red,20x20x20,361.22,D,p-0.857
PART01042,EQUIP002,2023-11-25,Type B,86.72,Steel,Green,25x25x25,475.47,A,p-0.934
PART01043,EQUIP002,2023-12-09,Type B,13.34,Plastic,Green,15x15x15,320.45,A,p-0.824
PART01044,EQUIP002,2023-01-15,Type B,46.84,Plastic,Green,10x10x10,437.68,D,p-0.855
PART01045,EQUIP002,2023-02-05,Type B,4.73,Plastic,Blue,25x25x25,349.46,B,p-0.816
PART01046,EQUIP002,2023-01-12,Type B,1.55,Copper,Green,10x10x10,117.13,D,p-0.879
PART01047,EQUIP002,2023-09-07,Type B,68.39,Copper,Black,15x15x15,488.59,D,p-0.95
PART01048,EQUIP002,2023-12-20,Type B,17.68,Plastic,Green,25x25x25,17.63,B,p-0.882
PART01049,EQUIP002,2023-01-26,Type B,86.32,Aluminum,Green,20x20x20,446.27,B,p-0.874
PART01050,EQUIP002,2023-09-04,Type B,98.79,Steel,Blue,10x10x10,200.9,B,p-0.819
PART01051,EQUIP002,2023-10-21,Type B,48.35,Steel,Black,10x10x10,218.99,A,p-0.957
PART01052,EQUIP002,2023-04-12,Type B,45.1,Plastic,Blue,25x25x25,100.09,C,p-0.805
PART01053,EQUIP002,2023-07-29,Type B,57.76,Plastic,Green,20x20x20,260.13,D,p-0.925
PART01054,EQUIP002,2023-07-02,Type B,1.89,Aluminum,Black,15x15x15,25.11,B,p-0.939
PART01055,EQUIP002,2023-06-08,Type B,31.02,Copper,Black,25x25x25,144.64,B,p-0.857
PART01056,EQUIP002,2023-05-25,Type B,94.76,Copper,Green,10x10x10,191.42,B,p-0.824
PART01057,EQUIP002,2023-03-20,Type B,51.22,Aluminum,Black,20x20x20,263.48,D,p-0.875
PART01058,EQUIP002,2023-09-29,Type B,58.71,Copper,Black,20x20x20,189.9,A,p-0.807
PART01059,EQUIP002,2023-01-08,Type B,26.36,Copper,Blue,15x15x15,469.88,D,p-0.934
PART01060,EQUIP002,2023-10-04,Type B,88.26,Aluminum,Red,25x25x25,49.67,C,p-0.908
PART01061,EQUIP002,2023-12-01,Type B,11.96,Plastic,Red,20x20x20,273.15,D,p-0.886
PART01062,EQUIP002,2023-12-27,Type B,29.67,Steel,Green,15x15x15,75.58,C,p-0.843
PART01063,EQUIP002,2023-10-22,Type B,82.31,Steel,Blue,10x10x10,264.95,D,p-0.969
PART01064,EQUIP002,2023-03-12,Type B,57.21,Plastic,Red,15x15x15,40.3,A,p-0.846
PART01065,EQUIP002,2023-04-24,Type B,78.1,Plastic,Red,15x15x15,487.89,C,p-0.976
PART01066,EQUIP002,2023-10-17,Type B,88.38,Aluminum,Blue,20x20x20,321.33,D,p-0.928
PART01067,EQUIP002,2023-10-17,Type B,42.92,Plastic,Blue,20x20x20,97.81,B,p-0.807
PART01068,EQUIP002,2023-02-15,Type B,86.95,Aluminum,Black,10x10x10,375.65,D,p-0.948
PART01069,EQUIP002,2023-07-24,Type B,80.7,Plastic,Blue,20x20x20,136.77,A,p-0.875
PART01070,EQUIP002,2023-01-09,Type B,87.22,Aluminum,Black,15x15x15,295.91,A,p-0.921
PART01071,EQUIP002,2023-05-28,Type B,65.79,Copper,Red,25x25x25,360.57,D,p-0.886
PART01072,EQUIP002,2023-10-30,Type B,3.8,Steel,Red,15x15x15,193.72,C,p-0.852
PART01073,EQUIP002,2023-04-27,Type B,63.66,Copper,Red,25x25x25,255.61,A,p-0.978
PART01074,EQUIP002,2023-04-17,Type B,85.21,Aluminum,Blue,20x20x20,153.13,C,p-0.942
PART01075,EQUIP002,2023-10-23,Type B,60.98,Plastic,Green,15x15x15,476.61,C,p-0.866
PART01076,EQUIP002,2023-08-25,Type B,69.08,Copper,Blue,15x15x15,73.36,B,p-0.905
PART01077,EQUIP002,2023-04-12,Type B,75.12,Copper,Blue,20x20x20,34.34,B,p-0.977
PART01078,EQUIP002,2023-06-04,Type B,12.74,Copper,Blue,15x15x15,164.61,A,p-0.905
PART01079,EQUIP002,2023-06-20,Type B,20.89,Steel,Green,15x15x15,59.66,B,p-0.918
PART01080,EQUIP002,2023-08-16,Type B,22.43,Aluminum,Blue,20x20x20,334.93,A,p-0.966
PART01081,EQUIP002,2023-02-27,Type B,28.85,Plastic,Green,15x15x15,90.73,C,p-0.93
PART01082,EQUIP002,2023-08-02,Type B,75.25,Copper,Red,20x20x20,499.94,C,p-0.839
PART01083,EQUIP002,2023-09-05,Type B,72.3,Copper,Black,20x20x20,353.18,C,p-0.912
PART01084,EQUIP002,2023-08-25,Type B,77.86,Plastic,Black,10x10x10,244.67,A,p-0.908
PART01085,EQUIP002,2023-03-31,Type B,82.49,Steel,Red,20x20x20,316.2,B,p-0.845
PART01086,EQUIP002,2023-02-05,Type B,78.81,Steel,Green,15x15x15,344.99,B,p-0.847
PART01087,EQUIP002,2023-07-14,Type B,54.06,Copper,Blue,25x25x25,285.79,C,p-0.908
PART01088,EQUIP002,2023-02-17,Type B,87.15,Aluminum,Blue,10x10x10,471.56,D,p-0.907
PART01089,EQUIP002,2023-03-11,Type B,60.89,Steel,Red,10x10x10,57.48,D,p-0.911
PART01090,EQUIP002,2023-03-29,Type B,58.1,Steel,Red,20x20x20,25.45,B,p-0.914
PART01091,EQUIP002,2023-06-29,Type B,90.6,Steel,Green,20x20x20,405.38,C,p-0.89
PART01092,EQUIP002,2023-03-10,Type B,34.48,Copper,Blue,10x10x10,208.96,C,p-0.887
PART01093,EQUIP002,2023-03-15,Type B,28.57,Aluminum,Black,10x10x10,221.73,C,p-0.897
PART01094,EQUIP002,2023-04-15,Type B,76.23,Aluminum,Red,15x15x15,347.58,D,p-0.897
PART01095,EQUIP002,2023-01-20,Type B,9.48,Aluminum,Blue,10x10x10,268.98,C,p-0.902
PART01096,EQUIP002,2023-09-07,Type B,43.17,Copper,Red,15x15x15,289.19,D,p-0.878
PART01097,EQUIP002,2023-12-10,Type B,56.25,Plastic,Blue,25x25x25,128.59,A,p-0.841
PART01098,EQUIP002,2023-03-29,Type B,54.58,Plastic,Red,20x20x20,85.73,C,p-0.942
PART01099,EQUIP002,2023-07-22,Type B,54.49,Aluminum,Black,10x10x10,430.04,D,p-0.947
PART01100,EQUIP002,2023-05-14,Type B,8.72,Copper,Black,15x15x15,267.87,B,p-0.835
PART01101,EQUIP002,2023-06-08,Type B,23.31,Plastic,Black,10x10x10,51.18,A,p-0.872
PART01102,EQUIP002,2023-07-12,Type B,50.61,Plastic,Red,25x25x25,211.38,D,p-0.807
PART01103,EQUIP002,2023-11-14,Type B,28.58,Copper,Red,20x20x20,155.69,A,p-0.835
PART01104,EQUIP002,2023-09-01,Type B,49.7,Plastic,Black,10x10x10,133.98,A,p-0.892
PART01105,EQUIP002,2023-11-25,Type B,12.56,Steel,Black,15x15x15,270.31,B,p-0.976
PART01106,EQUIP002,2023-10-19,Type B,70.57,Plastic,Blue,10x10x10,477.98,A,p-0.943
PART01107,EQUIP002,2023-08-10,Type B,7.8,Steel,Blue,20x20x20,441.68,A,p-0.901
PART01108,EQUIP002,2023-01-14,Type B,42.38,Copper,Black,20x20x20,310.63,C,p-0.918
PART01109,EQUIP002,2023-07-31,Type B,78.02,Steel,Red,25x25x25,167.61,D,p-0.91
PART01110,EQUIP002,2023-04-24,Type B,84.32,Steel,Red,20x20x20,332.59,D,p-0.954
PART01111,EQUIP002,2023-11-14,Type B,14.89,Aluminum,Green,25x25x25,357.74,D,p-0.974
PART01112,EQUIP002,2023-11-30,Type B,28.84,Steel,Green,10x10x10,368.33,C,p-0.95
PART01113,EQUIP002,2023-10-13,Type B,6.58,Plastic,Blue,20x20x20,349.94,B,p-0.878
PART01114,EQUIP002,2023-02-15,Type B,84.69,Steel,Red,10x10x10,420.66,C,p-0.907
PART01115,EQUIP002,2023-06-21,Type B,45.81,Steel,Black,15x15x15,337.72,B,p-0.857
PART01116,EQUIP002,2023-03-13,Type B,82.73,Copper,Red,25x25x25,433.45,D,p-0.839
PART01117,EQUIP002,2023-06-17,Type B,6.56,Steel,Green,20x20x20,181.76,C,p-0.873
PART01118,EQUIP002,2023-07-02,Type B,35.81,Steel,Red,25x25x25,450.7,A,p-0.929
PART01119,EQUIP002,2023-09-27,Type B,37.56,Aluminum,Blue,10x10x10,458.32,C,p-0.888
PART01120,EQUIP002,2023-05-05,Type B,28.17,Steel,Blue,15x15x15,434.26,D,p-0.83
PART01121,EQUIP002,2023-07-12,Type B,90.17,Aluminum,Black,10x10x10,422.24,A,p-0.901
PART01122,EQUIP002,2023-02-27,Type B,96.6,Copper,Red,10x10x10,39.06,C,p-0.87
PART01123,EQUIP002,2023-10-12,Type B,35.31,Steel,Green,10x10x10,403.77,C,p-0.812
PART01124,EQUIP002,2023-09-10,Type B,73.3,Steel,Green,20x20x20,220.84,D,p-0.855
PART01125,EQUIP002,2023-04-03,Type B,58.27,Plastic,Green,25x25x25,119.74,A,p-0.919
PART01126,EQUIP002,2023-04-22,Type B,31.27,Plastic,Blue,20x20x20,273.08,D,p-0.95
PART01127,EQUIP002,2023-12-10,Type B,21.92,Steel,Black,15x15x15,291.75,D,p-0.96
PART01128,EQUIP002,2023-08-21,Type B,52.41,Plastic,Blue,20x20x20,358.59,C,p-0.948
PART01129,EQUIP002,2023-05-26,Type B,84.92,Plastic,Red,15x15x15,348.92,B,p-0.916
PART01130,EQUIP002,2023-10-26,Type B,20.86,Copper,Blue,15x15x15,69.52,C,p-0.844
PART01131,EQUIP002,2023-08-05,Type B,94.54,Copper,Black,25x25x25,476.24,B,p-0.89
PART01132,EQUIP002,2023-01-30,Type B,45.88,Aluminum,Black,20x20x20,184.11,D,p-0.977
PART01133,EQUIP002,2023-09-05,Type B,68.83,Plastic,Red,10x10x10,479.3,D,p-0.823
PART01134,EQUIP002,2023-03-23,Type B,55.92,Aluminum,Green,10x10x10,481.38,A,p-0.934
PART01135,EQUIP002,2023-03-18,Type B,47.53,Plastic,Black,10x10x10,293.27,C,p-0.884
PART01136,EQUIP002,2023-05-06,Type B,17.03,Copper,Blue,25x25x25,80.55,D,p-0.966
PART01137,EQUIP002,2024-01-25,Type B,71.94,Plastic,Red,20x20x20,217.7,C,p-0.831
PART01138,EQUIP002,2024-05-08,Type B,66.7,Steel,Red,20x20x20,121.71,C,p-0.834
PART01139,EQUIP002,2024-05-01,Type B,89.12,Aluminum,Blue,10x10x10,296.44,A,p-0.877
PART01140,EQUIP002,2024-04-07,Type B,52.7,Copper,Green,20x20x20,432.64,D,p-0.895
PART01141,EQUIP002,2024-05-19,Type B,16.07,Plastic,Black,25x25x25,86.23,D,p-0.876
PART01142,EQUIP002,2024-02-16,Type B,44.63,Steel,Red,25x25x25,420.15,A,p-0.875
PART01143,EQUIP002,2024-06-13,Type B,43.6,Plastic,Black,10x10x10,447.34,C,p-0.812
PART01144,EQUIP002,2024-03-12,Type B,73.89,Plastic,Black,15x15x15,128.55,D,p-0.863
PART01145,EQUIP002,2024-04-20,Type B,30.44,Steel,Green,20x20x20,465.12,C,p-0.903
PART01146,EQUIP002,2024-03-11,Type B,94.84,Steel,Red,15x15x15,91.67,A,p-0.88
PART01147,EQUIP002,2024-04-11,Type B,17.58,Aluminum,Green,20x20x20,178.77,C,p-0.929
PART01148,EQUIP002,2024-01-22,Type B,52.77,Aluminum,Blue,15x15x15,388.86,D,p-0.839
PART01149,EQUIP002,2024-04-01,Type B,80.05,Plastic,Red,15x15x15,131.45,B,p-0.828
PART01150,EQUIP002,2024-04-22,Type B,38.1,Steel,Blue,20x20x20,400.95,A,p-0.898
PART01151,EQUIP002,2024-04-22,Type B,83.24,Steel,Green,25x25x25,167.57,C,p-0.87
PART01152,EQUIP002,2024-02-11,Type B,95.15,Steel,Red,25x25x25,174.15,A,p-0.935
PART01153,EQUIP002,2024-05-16,Type B,29.84,Plastic,Green,15x15x15,224.27,D,p-0.908
PART01154,EQUIP002,2024-04-03,Type B,38.71,Aluminum,Red,15x15x15,270.39,A,p-0.907
PART01155,EQUIP002,2024-06-04,Type B,63.24,Aluminum,Green,20x20x20,351.45,B,p-0.847
PART01156,EQUIP002,2024-06-09,Type B,18.23,Copper,Green,10x10x10,382.11,B,p-0.958
PART01157,EQUIP002,2024-03-04,Type B,54.59,Aluminum,Green,10x10x10,380.59,C,p-0.903
PART01158,EQUIP002,2024-05-14,Type B,6.87,Steel,Blue,25x25x25,251.63,B,p-0.829
PART01159,EQUIP002,2024-05-07,Type B,17.61,Plastic,Black,10x10x10,215.3,C,p-0.971
PART01160,EQUIP002,2024-02-17,Type B,88.66,Copper,Blue,20x20x20,70.73,C,p-0.835
PART01161,EQUIP002,2024-03-06,Type B,34.04,Aluminum,Green,15x15x15,226.7,B,p-0.894
PART01162,EQUIP002,2024-02-15,Type B,30.28,Copper,Green,10x10x10,345.89,D,p-0.921
PART01163,EQUIP002,2024-06-15,Type B,11.47,Copper,Black,25x25x25,118.54,D,p-0.969
